RK,TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,twoP_O,twoP_D,threeP_O,threeP_D,ADJ_T,WAB
177,William & Mary,CAA,31,21,103.5,104.3,0.4804,53.5,49.5,18.8,14.3,24.6,23.8,30.6,26.5,54,47.4,35.2,35.6,67.6,-5.1
178,Tulane,Amer,30,12,101.5,102.2,0.4781,47.8,52.7,16.9,23,22.2,31.2,34.2,29.6,46.3,54,33.4,34,68.6,-9.1
179,UAB,CUSA,30,19,101.1,102,0.4769,49.7,49.3,22.2,18.3,31.8,24.3,35.1,27,50.6,48.1,31.7,34,65.4,-7.2
180,South Dakota,Sum,29,20,107.6,108.5,0.4753,54.6,52.2,15.1,14.9,19.3,22.1,40.8,32.2,52.9,50.7,38.8,36.6,69.8,-7.1
181,La Salle,A10,30,15,99.2,100.1,0.4749,48.4,48.5,20.8,20.3,28.9,28.4,33.1,40.1,46.9,50.5,33.6,30,69.1,-7.1
182,UC Santa Barbara,BW,29,21,104.8,105.8,0.4732,51.1,51,18.3,19,31.3,25.7,37.2,30,51,50.6,34.2,34.5,64.4,-5.6
183,Florida Atlantic,CUSA,29,17,99.9,100.9,0.4719,48.5,50.5,18.8,20.7,28.7,26.9,26.9,29.3,49.1,50,31.8,34.3,68.5,-8.9
184,Southern Utah,BSky,30,17,97.7,98.9,0.4648,48.7,45.8,19.2,16.8,27.3,23.3,35.9,37,49.2,45.4,31.8,31.1,69.2,-9.3
185,Nicholls St.,Slnd,27,21,100,101.2,0.4642,49.5,49.8,19.3,24.8,29.4,34.1,25.8,39.7,49.1,50.8,33.4,31.8,68.8,-4.7
186,Loyola Marymount,WCC,31,11,101.1,102.4,0.4619,51,51.8,21.9,18.6,27.3,27.8,34.8,38.2,54.4,53.7,29.7,33.1,62.9,-11.6
187,Sacramento St.,BSky,28,16,97.1,98.5,0.4579,45.4,48,19.1,21.7,32.2,25.9,32.1,35.3,44.7,46.8,31.6,34.2,63.6,-9.1
188,Northern Illinois,MAC,30,18,99.2,100.7,0.4553,47.2,47.2,18,17,30.5,24.3,27.4,32.2,45.2,48,33.7,30.8,64.8,-7.2
189,St. Francis PA,NEC,31,22,106.7,108.4,0.4533,51.5,50.9,17.5,19.2,32.7,29.5,32.6,27.6,50.3,51.2,36,33.6,68.8,-5.6
190,Mercer,SC,30,17,100.4,102.1,0.4531,51,49.6,21,17.7,30.5,26.9,26.5,35.3,49.9,50.7,35.2,31.9,68.2,-9
191,Illinois Chicago,Horz,34,18,96.6,98.3,0.4509,50.8,46.1,22.5,17.7,27.7,28.2,29.4,36.6,50.8,47.9,33.8,28.8,69.2,-11.7
192,Rice,CUSA,30,15,105.7,107.6,0.4493,51.5,53,18.8,17.6,24.4,26.6,34.3,29.8,52,55.1,34,33.2,70.3,-10.6
193,UTEP,CUSA,29,17,96.7,98.6,0.4439,47.3,47.4,19.6,19.2,23.3,26.4,33,33,49,48.8,29.9,29.9,67.2,-8.7
194,Eastern Michigan,MAC,28,16,94.8,96.7,0.4436,46.3,49.5,21.7,23.1,25.4,30.5,42.5,30.9,50.1,47.9,26.7,34.2,66.7,-9.1
195,Coastal Carolina,SB,31,16,104.4,106.5,0.4417,50.1,50,21.9,18.4,35.9,27.8,34.7,45.8,50.4,49.7,33.1,33.6,72.5,-10.6
196,American,Pat,30,16,100.7,103.1,0.4345,51.6,49.7,17.9,19.9,26.7,29.3,28.6,36.7,51.9,50.5,34,31.9,68.6,-10.1
197,Hawaii,BW,29,17,97.4,99.7,0.4336,48.8,49.2,18.6,19.1,27.6,25.9,32.2,32.5,48.4,48,32.9,34.9,68.5,-8.1
198,Radford,BSth,30,21,104.7,107.3,0.4306,52.6,50.1,16.4,16.3,30.4,26.6,32.5,34.3,52.4,50.8,35.2,32.9,64.1,-6
199,Air Force,MWC,31,12,106.4,109.1,0.4302,52.9,56.2,18.1,16.4,22.5,22.8,35,29.8,51,55.6,36.9,37.9,68.7,-12
200,Illinois St.,MVC,30,10,99.1,101.8,0.4222,49.9,51.5,21,19.4,25.2,27.3,25.2,31,47,51.5,35.9,34.4,68.4,-13.7
201,Saint Peter's,MAAC,30,18,94.8,97.5,0.4191,46,46.1,23.4,22,35.6,27.4,38,40.8,43.5,44.9,34.2,32.1,67.7,-7.7
202,Dartmouth,Ivy,28,12,96.6,99.4,0.4172,49.8,49.3,18.9,16.8,21.2,20.9,27.4,29.7,51.6,49.6,31.3,32.5,65.5,-11.6
203,Rider,MAAC,30,18,99,102,0.4157,49.1,49.1,19.6,19.1,30.6,24,40.8,30.3,49.6,49.5,32.1,32.5,70.9,-7.5
204,Sam Houston St.,Slnd,27,18,99.9,103.1,0.4099,50.7,50.5,18.8,24.3,27.3,30.8,32.1,44.7,49.8,52.2,34.8,32.1,70.9,-8.5
205,Robert Morris,NEC,33,20,100.2,103.5,0.4084,51.4,50.4,18.7,21.4,28.2,29.3,26,31.7,49.6,51.5,36.1,32.3,66.1,-9.2
206,Appalachian St.,SB,31,18,98.3,101.5,0.4083,48.4,49.8,19.5,20.3,26.9,27.7,41.2,27.3,50.3,50.6,30.2,32.4,67.2,-7.8
207,UTSA,CUSA,29,13,104,107.5,0.4049,48.1,52.2,17,18.2,26.7,26.4,26.4,38,45.5,51.6,34.4,35.4,72.9,-12.2
208,Monmouth,MAAC,31,18,98.4,101.8,0.4041,47.1,49.5,17.6,22.4,25.5,28.8,35.6,41.7,45.4,48.1,33.4,34.4,72.6,-8.2
209,Brown,Ivy,26,15,96.5,99.9,0.4024,44.9,49.7,21.2,19.7,32.8,26.4,32.4,29.3,44.5,49.4,30.4,33.5,69.3,-6.5
210,Cal Baptist,WAC,27,21,104.8,108.6,0.4002,50.8,47.6,17.8,14,30.9,25.6,35.3,30.6,46.7,48.6,37.7,30.4,68.6,-6.2
211,Seattle,WAC,27,14,100.9,104.7,0.3976,45.3,48.7,13.6,18.8,26.8,27.9,34.8,41.7,44.3,49.4,31.2,31.6,69.8,-9.9
212,Central Michigan,MAC,29,14,102,106,0.3922,47.5,54.5,17.7,21.1,27.5,28.9,33.7,29.2,47.7,52.1,31.4,38.9,73.6,-11
213,Sacred Heart,NEC,32,20,100.8,104.8,0.3899,49.1,47.6,20.4,15.7,36.1,28.2,34.8,23.6,49.2,46.3,32.7,33.3,68.8,-8.7
214,Stony Brook,AE,32,20,95.6,99.5,0.3881,47.7,46.3,20.7,18.4,28.4,27.3,33.3,27.4,45.9,43.3,33.5,33.6,69.7,-7.2
215,Lamar,Slnd,29,17,97.6,101.6,0.388,48,50.9,20.2,22.6,28.9,32.5,34.9,27.6,47.1,49.9,33.3,35,69.4,-10.2
216,East Carolina,Amer,31,11,99.2,103.3,0.3861,46.7,50.1,19.2,18.7,27.2,26.4,36.8,40.2,49,49.7,28.1,33.7,70.5,-12
217,UC Riverside,BW,29,17,95.7,99.8,0.3842,50,47.2,20.3,16.2,26.7,21.9,27.4,32.2,48.2,43.4,34.9,36.6,63.1,-10.7
218,Gardner Webb,BSth,30,16,102.1,106.5,0.3822,51.8,49.4,18.1,17.6,27.4,30,34.8,31.4,50,49.2,36.4,33.1,66.1,-10.9
219,Miami OH,MAC,30,13,101.6,106.1,0.3788,48.4,51.9,16.4,17.8,25.1,28.1,26.9,37,47,50.6,33.6,35.8,67.1,-12.6
220,UMKC,WAC,27,16,98,102.5,0.374,50.5,49.5,19.8,21.1,24,30,30.3,48.4,49.4,50.9,35.1,31.2,65.1,-8.7
221,Green Bay,Horz,31,17,105.1,110,0.3723,50.8,51.4,16.2,18.2,25.8,31.6,31.6,33,48.8,50.8,36.6,34.9,73.8,-9.9
222,Merrimack,NEC,30,20,93.3,97.9,0.3651,48.5,48,18.6,25.9,23,34.2,25.9,37.8,47.4,48.9,33.3,30.6,63.4,-6.6
223,Nebraska Omaha,Sum,31,16,102.2,107.3,0.3651,49.9,52.6,17,16,27.2,26.7,27.6,29.5,49.4,51.5,34,36.1,69.2,-8.8
224,Eastern Illinois,OVC,30,17,98.4,103.3,0.3636,50.5,49.1,17.4,21.4,28.2,28.9,29.4,33.9,50.3,46.9,33.8,35.8,69.1,-10.5
225,Montana St.,BSky,29,16,96.3,101.2,0.3622,49,48.3,20.6,15.9,22.4,25,38.4,30.8,49.8,48.4,31.5,32.1,67.4,-9.6
226,San Diego,WCC,31,9,94,98.8,0.3596,45.9,50.1,20.2,17.9,24.8,27.6,31.4,31.9,45.9,51.1,30.6,31.9,70.4,-13.3
227,George Washington,A10,32,12,99.1,104.6,0.3502,49,50.1,19.4,15.7,23,26.7,32.8,31.1,49.6,50.4,32.1,33,66.5,-12
228,Iona,MAAC,29,12,101.5,107.2,0.3493,51,49.4,20.5,18.7,25.1,31.7,33.7,34.2,51.8,46,33.3,36.3,68.5,-12.9
229,Oakland,Horz,32,14,99.1,104.7,0.3485,48.1,49.3,19.9,17.7,28.5,30.3,37.4,26.2,50.6,49.5,29.4,32.8,66,-13
230,Lafayette,Pat,30,19,99.8,105.4,0.3483,52.1,48.9,17.8,14.3,23.4,27.2,23.8,22.1,53.4,49.8,33.6,31.6,66.8,-7.6
231,Southern,SWAC,30,17,97,102.5,0.3466,47.9,48.7,20.3,19.7,31.6,25.3,34.5,48.8,48.3,49.1,31.3,31.8,66.6,-10.4
232,Cal St. Northridge,BW,30,15,107.4,113.5,0.3456,51.6,54.7,16.3,17.3,25.2,32,30.4,29,49.4,52.4,37.3,38.7,70.3,-10.7
233,Louisiana Lafayette,SB,32,14,100.8,106.6,0.3445,48,51.6,19,18.7,28.6,29.8,34.9,32.8,47.9,52,32.1,33.9,71.7,-12.4
234,UC Davis,BW,30,14,103.8,109.9,0.3412,52.3,54.1,18.8,19.7,22.9,27.8,31.8,35.9,48.5,55,39.1,35,67.9,-12.8
235,Youngstown St.,Horz,31,18,102.7,108.9,0.3384,47.4,50.1,17.8,16.5,35.6,29.5,30,30.9,47.8,49.4,31.2,34.3,66.4,-10.1
236,Northern Arizona,BSky,28,16,101.7,107.8,0.3373,49.7,53.5,17.1,18.5,26.8,26.3,31.3,28,48.1,52.8,35.3,36.4,66.3,-9
237,Drexel,CAA,32,14,99.9,106.1,0.3335,50.5,50.1,21.4,16,29.8,26.5,28.8,29.6,49,51.1,35.3,31.9,67.5,-12.8
238,Wyoming,MWC,32,9,94,100,0.3304,48,50.1,18.6,18.9,14.2,28.6,30.5,36.8,48.3,50.4,31.8,33.1,66.3,-14.9
239,Arkansas St.,SB,30,16,102.2,108.7,0.3302,48.9,52,19,19.9,28.9,29.1,48.1,43.1,47.8,52.6,34.1,33.8,67.1,-10
240,Fordham,A10,31,9,89.1,94.8,0.3289,45,47.2,18.9,21,21.4,26.3,27,33.1,43.1,48.8,31.8,30.3,64.5,-15.3
241,North Dakota,Sum,30,15,101.8,108.4,0.3257,50.6,52.4,19,15.1,24.8,25.5,36.7,29.8,51.9,50.9,32.4,37.3,68.7,-11.3
242,Campbell,BSth,29,15,97.7,104.3,0.3214,52.6,49.8,19.2,19.6,21.9,27.6,25.3,40.5,53,51,34.6,31.6,65.5,-13
243,Prairie View A&M,SWAC,30,19,95.2,101.6,0.3203,47.4,47.8,20.2,23.7,27.9,28.1,40.5,49.2,48.1,50.6,30.3,28.7,70.6,-7.5
244,Louisiana Monroe,SB,27,9,96.4,103,0.3183,47.7,48.3,20.5,16.8,25.6,30.5,32.2,34,46.3,48.8,33.7,31.7,64.8,-13.8
245,Hartford,AE,31,18,94.2,100.7,0.3182,48.6,46,19.6,18.7,22.8,31,30.3,29.5,46.4,49.2,34.6,27.2,68.2,-10.7
246,Western Michigan,MAC,30,13,98.8,105.6,0.317,48.2,50.1,18.8,16.2,24.8,29.3,35.4,31.7,47.3,49.8,33.1,33.8,67.2,-12.1
247,Tennessee St.,OVC,31,18,96.7,103.5,0.3149,53,47,24.7,17.1,30.7,27.9,32,38.2,52.7,46.8,35.7,31.5,69.4,-9.5
248,Elon,CAA,31,12,101.8,108.9,0.3148,49.6,52.6,17.3,17.4,22.9,25.9,27.9,42.1,46.4,50.6,35.2,36.9,66,-14.5
249,Eastern Kentucky,OVC,31,16,96.6,103.4,0.3135,46.5,51.7,18.9,23.3,24.9,33.6,32.5,36.3,46.2,53.7,31.3,32.1,74.4,-11.4
250,Saint Joseph's,A10,32,6,102,109.3,0.3117,46.6,52.7,18.2,14.4,26.2,29,29.1,32,48.6,51.3,29.7,37.1,71.4,-15.8
251,Bryant,NEC,31,15,96.9,104,0.3086,47.9,47,20.5,16.5,31,28.2,31,29.9,48,47.4,31.9,30.9,70.4,-12.6
252,Jacksonville,ASun,30,14,95.9,102.9,0.3079,48,46.6,20.3,16,29.4,26.5,30.1,28.7,48.3,47.2,31.7,30.4,66.5,-12.8
253,VMI,SC,30,9,99.8,107.1,0.3058,50.4,50.8,18.5,17.5,26.8,28.5,21.8,39.4,48.6,52.3,34.8,32.3,67.9,-18.1
254,Lipscomb,ASun,30,16,100.8,108.4,0.3037,50.1,51.6,18.9,17.7,26.6,27.7,28.7,27.1,49.8,51.4,33.7,34.5,68.7,-9.9
255,Northwestern St.,Slnd,27,15,98.5,106.2,0.2977,49.7,48.1,21.6,17.8,30.7,32.5,33.9,37.2,47.9,45.4,35.2,35.5,72.1,-10.8
256,UT Rio Grande Valley,WAC,26,14,98.8,106.4,0.2972,46.8,53.1,18,23.5,27.6,30,35.1,44.2,46.1,51.1,32.4,37.8,70.3,-10.6
257,Southern Miss,CUSA,28,9,95.4,102.9,0.2956,47.8,51.3,22.1,17.6,26.7,26.4,23.5,33,49.1,52.3,29.9,33.5,67,-14.4
258,Norfolk St.,MEAC,27,16,94.2,101.7,0.2927,47,47.2,20.9,21.6,30.7,28.8,33.3,40.5,47.3,47.8,31,30.9,67.2,-11.5
259,Jackson St.,SWAC,30,14,93.3,100.7,0.2918,45.2,48.6,18.2,22.8,26.6,29.7,35.6,43.6,47.6,47.7,26.3,33.8,68.7,-12
260,Bucknell,Pat,34,14,95.1,102.8,0.2902,49.3,51.5,19,19.8,24.4,26.6,28.4,38.3,47.8,52.9,34.3,32.4,69.5,-14
261,Cal St. Bakersfield,WAC,28,12,96.3,104.1,0.2894,46.5,50.9,20.7,19.4,35.2,25.3,30.7,49.1,46.3,47.7,31.4,37.1,64.7,-13.2
262,Cornell,Ivy,25,7,101.6,110,0.2868,49.8,53.1,17.9,18.3,24.5,29.9,26.8,31.8,50.5,52.3,32.5,36.1,65,-14.1
263,New Hampshire,AE,28,15,94.3,102.1,0.2844,46.8,47.2,18.4,16.3,28.2,21.4,25.8,39.1,44.8,47,33,31.6,68.6,-10.8
264,Utah Valley,WAC,27,11,96.1,104.2,0.2843,49.2,47.8,19.8,17,23.7,27.9,34.1,34.5,51.4,47.2,30.2,32.6,70.4,-14.3
265,Navy,Pat,29,14,98.1,106.4,0.2818,46.1,50.7,18.8,18.1,33.8,25.9,32,30.1,47.5,50.4,29.3,34,62.2,-11.7
266,Army,Pat,29,15,99,107.5,0.2805,52.9,51.6,16.9,17,20.2,25.9,25.7,23.9,55,50.4,32.8,35.6,69.5,-11.3
267,Grand Canyon,WAC,29,13,103.1,111.9,0.2799,50.7,51,16.9,16.1,23.3,28.6,37.5,29.9,50.4,50,34.1,34.9,67.8,-12.2
268,Milwaukee,Horz,29,12,96.1,104.4,0.2775,46.8,50.8,18.8,20.8,29.2,29.6,30.4,43.8,46.4,49.6,31.7,35.3,69.4,-14.2
269,Fort Wayne,Sum,30,14,95.2,103.5,0.2772,49.4,53.5,20.3,18.1,28.4,23.8,24.5,29.5,50.7,54,31.9,35.2,67.9,-13.5
270,UMBC,AE,29,16,97.6,106.2,0.2735,48.3,49.7,18.5,18.9,25.6,27.6,33.7,33.7,50.3,50.3,30.2,32.6,66.6,-12.1
271,McNeese St.,Slnd,28,15,102.9,112.1,0.2723,54.9,51.5,22.7,17.6,30.1,31.7,35.7,29.6,54.3,48.7,37.3,37.3,68.8,-12.3
272,Jacksonville St.,OVC,30,13,96.4,105.3,0.2667,48.7,52.1,20.7,19.5,31.1,25.4,29.1,28.4,49.6,54.3,31.5,32.5,68,-14
273,LIU Brooklyn,NEC,32,15,97.4,106.4,0.2645,51.4,50,19,18.7,21.6,31.2,33.4,28.5,51.4,50.3,34.2,33.1,72.7,-13
